Street,HouseStyle,OverallQual,Functional,MiscFeature,SalePrice,LotArea,YearBuilt,1stFlrSF,2ndFlrSF,YrSold,BedroomAbvGr,KitchenAbvGr
Pave,2Story,8,Typ,,337000,9430,1999,1268,1097,2009,3,1
Pave,1Story,8,Typ,,270000,9549,1995,1494,0,2006,2,1
Pave,1Story,9,Typ,,264132,14587,2008,1506,0,2008,2,1
Pave,2Story,7,Typ,Shed,196500,10421,1988,980,734,2010,3,1
Pave,1.5Fin,6,Mod,Shed,160000,12508,1940,983,767,2008,4,1
Pave,1Story,7,Typ,,216837,9100,2004,1836,0,2006,3,1
Pave,2Story,8,Mod,,538000,53504,2003,1690,1589,2010,4,1
Pave,SFoyer,5,Typ,,134900,7252,1982,858,0,2009,2,1
Pave,1Story,4,Typ,,102000,8877,1951,1220,0,2006,2,1
Pave,SLvl,6,Typ,,107000,7819,1976,1117,0,2010,3,1
Pave,1Story,5,Typ,,114500,10150,1958,912,0,2007,2,1
Pave,1Story,8,Typ,,395000,14226,2006,1973,0,2007,3,1
Pave,1Story,6,Typ,,162000,4500,1998,1204,0,2009,2,1
Pave,1Story,7,Typ,,221500,11210,2005,1614,0,2006,3,1
Pave,1Story,5,Typ,,142500,13350,1974,894,0,2006,3,1
Pave,1Story,5,Typ,,144000,8400,1977,2020,0,2007,4,2
Pave,SFoyer,6,Typ,,135000,10530,1977,1004,0,2006,2,1
Pave,1Story,7,Typ,,176000,7875,1995,1253,0,2007,3,1
Pave,2Story,6,Typ,,175900,7153,1992,810,793,2006,3,1
Pave,1Story,7,Typ,,187100,16285,2001,1430,0,2009,3,1
Pave,SFoyer,5,Typ,,165500,9101,1978,1110,0,2009,1,1
Pave,2.5Unf,6,Typ,,128000,6300,1914,742,742,2008,3,1
Pave,1Story,6,Typ,,161500,9790,1967,1342,0,2009,3,1
Pave,1.5Fin,5,Typ,Shed,139000,10800,1915,966,686,2010,4,1
Pave,2Story,7,Typ,,233000,10142,2004,956,1128,2010,4,1
Pave,1Story,4,Typ,,107900,6000,1954,901,0,2008,2,1
Pave,2Story,6,Typ,,187500,12205,1966,976,1111,2007,5,1
Pave,1Story,7,Typ,,160200,3182,2005,1145,0,2009,2,1
Pave,SLvl,6,Typ,,146800,11333,1976,1062,0,2007,3,1
Pave,2Story,7,Typ,,269790,9920,1996,1127,886,2007,3,1
Pave,1Story,8,Typ,,225000,9158,2007,1496,0,2007,3,1
Pave,2Story,7,Typ,Shed,194500,10832,1994,1086,809,2008,3,1
Pave,2Story,6,Typ,,171000,8400,1980,888,676,2010,3,1
Pave,1Story,6,Typ,,143500,8197,1977,1285,0,2007,3,1
Pave,1Story,5,Typ,,110000,7677,1953,773,0,2008,2,1
Pave,2Story,9,Typ,,485000,13518,2008,1966,1174,2009,4,1
Pave,1.5Fin,5,Typ,,175000,7200,1937,981,787,2007,3,1
Pave,2Story,6,Typ,Shed,200000,12798,1997,616,1072,2008,4,1
Pave,1Story,4,Typ,,109900,4800,1916,1196,0,2007,2,1
Pave,2Story,7,Typ,,189000,8199,2005,728,728,2008,3,1
Pave,2Story,9,Typ,,582933,13891,2008,1734,1088,2009,4,1
Pave,1Story,5,Min1,,118000,9000,1954,1128,0,2006,2,1
Pave,1Story,7,Typ,,227680,12274,2008,1428,0,2008,3,1
Pave,SLvl,5,Typ,,135500,9750,1967,980,0,2006,3,1
Pave,2Story,5,Typ,,223500,21384,1923,1072,504,2009,3,1
Pave,SLvl,5,Typ,,159950,13400,1966,1086,0,2006,3,1
Pave,2.5Unf,5,Typ,,106000,8100,1898,1075,1063,2009,2,3
Pave,1Story,6,Typ,,181000,10140,1974,1309,0,2006,3,1
Pave,1Story,6,Typ,,144500,4438,2004,848,0,2008,1,1
Grvl,1Story,5,Typ,Shed,55993,8712,1952,1044,0,2010,2,1
Pave,1Story,6,Typ,Shed,157900,9750,1958,1442,0,2007,4,1
Pave,1.5Fin,5,Typ,,116000,8248,1918,686,564,2006,3,1
Pave,1Story,7,Typ,,224900,12137,1998,1661,0,2010,3,1
Pave,1Story,5,Typ,,137000,11425,1954,1008,0,2006,2,1
Pave,1Story,8,Typ,,271000,13265,2002,1689,0,2008,3,1
Pave,SLvl,6,Typ,,155000,8816,1971,1052,0,2010,3,1
Pave,1Story,7,Typ,,224000,6371,2009,1358,0,2010,2,1
Pave,2Story,7,Typ,,183000,7226,2003,798,842,2008,3,1
Pave,1Story,4,Min2,,93000,6000,1953,936,0,2009,2,1
Pave,2Story,7,Typ,,225000,12394,2003,847,886,2007,3,1
Pave,1.5Fin,6,Typ,,139500,9900,1940,944,545,2009,3,1
Pave,1Story,8,Typ,,232600,11216,2006,1489,0,2006,3,1
Pave,1Story,10,Typ,,385000,14803,2007,2084,0,2008,2,1
Pave,1.5Unf,5,Typ,,109500,6130,1924,784,0,2008,2,1
Pave,1Story,7,Typ,,189000,8529,2001,1434,0,2009,3,1
Pave,2Story,5,Min2,,185000,28698,1967,1160,966,2009,3,1
Pave,2Story,7,Typ,,147400,2544,2005,520,623,2006,2,1
Pave,1Story,6,Typ,,166000,11900,1957,1392,0,2008,3,1
Pave,2Story,7,Typ,,151000,3180,2005,520,600,2006,2,1
Pave,2Story,7,Typ,,237000,9548,2003,941,888,2010,3,1
Pave,1Story,6,Typ,,167000,10004,1964,1516,0,2009,3,1
Pave,1Story,5,Typ,,139950,7875,1961,1144,0,2008,3,1
Pave,1Story,4,Min2,,128000,9600,1950,1067,0,2010,2,1
Pave,1Story,5,Min2,,153500,8100,1948,1559,0,2007,2,1
Pave,2Story,6,Typ,,100000,1680,1973,483,504,2008,2,1
Pave,1Story,5,Typ,,144000,9525,1995,1099,0,2008,3,1
Pave,1.5Fin,5,Typ,,130500,11767,1946,768,432,2008,3,1
Pave,2Story,6,Typ,,140000,12155,1925,810,672,2008,4,1
Pave,2Story,5,Typ,,157500,10440,1904,958,581,2008,3,1
Pave,SLvl,6,Typ,,174900,9020,1966,1165,0,2008,3,1
Pave,1Story,5,Typ,,141000,8000,1961,1800,0,2007,6,2
Pave,1.5Fin,5,Typ,,153900,12665,1915,876,540,2008,4,1
Pave,SFoyer,5,Min2,,171000,16647,1975,1701,0,2007,3,1
Pave,2Story,7,Typ,,213000,9317,1993,1006,769,2009,3,1
Pave,1Story,5,Typ,,133500,15523,1972,864,0,2009,3,1
Pave,1.5Fin,6,Typ,,240000,45600,1908,1307,1051,2008,5,1
Pave,SLvl,6,Typ,,187000,9600,1976,1094,761,2007,3,1
Pave,1Story,6,Typ,,131500,4435,2003,848,0,2007,1,1
Pave,1Story,8,Typ,,215000,3196,2003,1456,0,2006,2,1
Pave,2.5Unf,7,Typ,,164000,7128,1941,918,728,2007,4,1
Pave,SLvl,6,Typ,,158000,12095,1964,1445,0,2009,3,1
Pave,1Story,5,Typ,,170000,17920,1955,1779,0,2006,3,1
Pave,1Story,5,Typ,,127000,6897,1962,1040,0,2010,3,1
Pave,SLvl,6,Typ,,147000,10970,1978,1026,0,2008,3,1
Pave,2Story,6,Typ,,174000,8125,1994,702,779,2009,3,1
Pave,1Story,7,Typ,,152000,10400,1976,1370,0,2009,3,1
Pave,2Story,6,Typ,,250000,11029,1968,1512,1142,2006,4,1
Pave,1.5Fin,7,Typ,,189950,7642,1918,912,514,2007,3,1
Pave,1Story,5,Typ,,131500,11625,1965,1039,0,2010,3,1
Pave,1Story,6,Typ,,152000,9672,1984,1097,0,2010,3,1
Pave,1Story,5,Typ,,132500,7931,1959,1148,0,2009,3,1
Pave,1Story,7,Typ,,250580,8640,2007,1372,0,2008,3,1
Pave,1Story,5,Typ,,148500,8750,1970,1002,0,2009,3,1
Pave,1Story,8,Typ,,248900,10656,2006,1646,0,2007,3,1
Pave,1Story,4,Typ,Shed,129000,6970,1961,1120,0,2007,3,1
Pave,2Story,5,Typ,,169000,14762,1948,1547,720,2006,2,1
Pave,2Story,7,Typ,,236000,9938,1993,1062,887,2010,3,1
Pave,1Story,5,Typ,,109500,6600,1962,894,0,2009,2,1
Pave,2Story,6,Typ,,200500,8750,1998,804,878,2010,3,1
Pave,1Story,5,Typ,,116000,8892,1953,910,0,2008,3,1
Pave,1Story,5,Typ,Othr,133000,12144,1949,1036,0,2009,3,1
Pave,1.5Fin,5,Typ,,66500,5720,1941,676,455,2009,3,1
Pave,2Story,8,Typ,,303477,9000,2007,1184,1426,2007,4,1
Pave,1Story,4,Typ,,132250,25286,1963,1040,0,2007,3,1
Pave,2Story,9,Typ,,350000,8834,2004,1462,762,2009,4,1
Pave,SFoyer,5,Min2,Shed,148000,11782,1961,1155,0,2010,3,1
Pave,1Story,5,Typ,,136500,7000,1978,864,0,2009,3,1
Pave,1Story,5,Typ,,157000,7024,2005,1090,0,2007,2,1
Pave,1.5Fin,7,Typ,,187500,13758,1990,1187,530,2007,3,1
Pave,2Story,6,Typ,,178000,9636,1992,808,785,2009,3,1
Pave,2.5Fin,4,Typ,,118500,6204,1912,954,795,2006,5,1
Pave,1Story,5,Typ,,100000,7150,1967,892,0,2009,3,1
Pave,1Story,9,Typ,,328900,5119,1999,1709,0,2008,2,1
Pave,1Story,5,Typ,,145000,8393,1959,1712,0,2006,4,2
Pave,1.5Fin,5,Typ,,135500,16466,1955,872,521,2008,3,1
Pave,1Story,8,Typ,,268000,15865,1970,2217,0,2007,4,1
Pave,1Story,6,Typ,,149500,12160,1953,1505,0,2009,2,1
Pave,1.5Fin,5,Typ,Shed,122900,8064,1949,672,252,2007,3,1
Pave,2Story,6,Typ,,172500,11184,1978,918,765,2009,3,1
Pave,1Story,6,Typ,,154500,8414,1963,1068,0,2006,3,1
Pave,1Story,5,Typ,,165000,13284,1954,1383,0,2008,3,1
Pave,1Story,5,Typ,,118858,7018,1979,1535,0,2009,4,2
Pave,2Story,6,Typ,,140000,7056,1963,983,813,2008,4,1
Pave,1Story,4,Typ,,106500,8765,1936,951,0,2006,2,1
Pave,2Story,5,Typ,,142953,7018,1979,1120,1120,2009,6,2
Pave,1Story,9,Typ,,611657,12919,2009,2364,0,2010,2,1
Pave,1Story,5,Typ,,135000,6993,1961,1236,0,2006,3,1
Pave,1Story,4,Typ,,110000,7340,1971,858,0,2007,2,1
Pave,1Story,5,Typ,,153000,8712,1957,1306,0,2009,2,1
Pave,2Story,7,Typ,,180000,7875,2003,807,702,2006,3,1
Pave,1Story,7,Typ,,240000,14859,2006,1670,0,2006,3,1
Pave,1Story,5,Typ,,125500,6173,1967,902,0,2007,3,1
Pave,1Story,5,Typ,,128000,9920,1954,1063,0,2010,3,1
Pave,1Story,8,Typ,,255000,13501,2006,1636,0,2007,3,1
Pave,1.5Fin,7,Typ,,250000,11500,1936,1020,1037,2006,3,1
Pave,1Story,5,Typ,,131000,8885,1983,902,0,2006,2,1
Pave,2Story,6,Typ,,174000,12589,2005,742,742,2009,3,1
Pave,2Story,5,Typ,,154300,11600,1960,1105,1169,2010,5,2
Pave,1Story,5,Typ,,143500,9286,1977,1268,0,2009,3,1
Pave,1Story,5,Min1,Shed,88000,6120,1925,1015,0,2006,3,1
Pave,2Story,5,Typ,,145000,6270,1949,1001,1001,2007,4,2
Pave,2Story,6,Typ,,173733,3000,2009,612,612,2009,2,1
Pave,2Story,4,Typ,,75000,2001,1970,546,546,2007,3,1
Pave,1Story,2,Typ,,35311,9000,1949,480,0,2006,1,1
Pave,1Story,4,Typ,,135000,17140,1956,1229,0,2009,3,1
Pave,2Story,7,Typ,,238000,13125,1991,912,1215,2007,4,1
Pave,1Story,6,Min1,,176500,11029,1958,1414,0,2008,3,1
Pave,2Story,6,Typ,,201000,8462,1994,936,785,2007,3,1
Pave,1.5Fin,5,Typ,,145900,8777,1900,1272,928,2008,4,2
Pave,1Story,6,Typ,,169990,10237,2005,1316,0,2006,3,1
Pave,1Story,6,Typ,,193000,8012,1993,1617,0,2008,2,1
Pave,1Story,6,Typ,,207500,10240,1980,1686,0,2006,3,1
Pave,1Story,5,Typ,,175000,15611,1977,1126,0,2008,3,1
Pave,2Story,8,Typ,,285000,11999,2003,1234,1140,2007,4,1
Pave,2Story,7,Typ,,176000,9900,1968,1098,880,2008,4,1
Pave,1Story,8,Typ,,236500,11838,2001,1788,0,2009,3,1
Pave,2Story,7,Typ,,222000,13006,1997,993,1243,2006,4,1
Pave,1Story,8,Typ,,201000,8925,2007,1466,0,2009,3,1
Pave,1Story,5,Typ,,117500,9100,1965,925,0,2009,2,1
Pave,1Story,9,Typ,,320000,11670,2006,1905,0,2007,3,1
Pave,1Story,7,Typ,,190000,8487,2004,1500,0,2009,3,1
Pave,1Story,7,Typ,,242000,27650,1960,2069,0,2008,4,1
Pave,1Story,4,Typ,,79900,5825,1926,747,0,2006,1,1
Pave,1Story,7,Typ,,184900,10083,2003,1200,0,2009,2,1
Pave,2Story,7,Typ,,253000,9675,2005,1113,858,2009,3,1
Pave,2Story,7,Typ,,239799,8760,2006,1391,571,2006,3,1
Pave,2Story,7,Typ,,244400,24090,1940,1207,1196,2010,4,1
Pave,1Story,6,Typ,,150900,12640,1976,1728,0,2006,4,2
Pave,2Story,7,Typ,,214000,8755,1999,1022,1038,2009,3,1
Pave,1Story,4,Typ,,150000,7711,1977,1440,0,2007,4,2
Pave,1Story,5,Typ,,143000,25000,1967,1632,0,2007,4,2
Pave,SLvl,6,Typ,,137500,14375,1958,1344,0,2009,3,1
Pave,1.5Fin,5,Typ,,124900,8820,1890,1188,561,2009,2,1
Pave,SLvl,5,Typ,,143000,8163,1959,1144,0,2006,3,1
Pave,1Story,8,Typ,,270000,14536,2002,1629,0,2007,3,1
Pave,2Story,7,Typ,,192500,14006,2002,936,840,2006,3,1
Pave,1Story,6,Typ,,197500,9360,1972,1381,0,2010,3,1
Pave,1Story,5,Typ,,129000,7200,1950,864,0,2007,3,1
Pave,1Story,5,Typ,,119900,7800,1965,965,0,2006,3,1
Pave,SFoyer,5,Typ,,133900,7200,1972,768,0,2009,2,1
Pave,2Story,5,Min2,Shed,172000,11075,1969,1168,800,2008,4,1
Pave,SFoyer,6,Typ,,127500,9400,1975,980,0,2006,4,0
Pave,2Story,6,Typ,,145000,7136,1946,979,979,2007,4,2
Pave,2Story,6,Typ,,124000,1300,1980,561,668,2009,2,1
Pave,1Story,5,Typ,,132000,7420,1962,1057,0,2007,3,1
Pave,1Story,7,Typ,,185000,8450,2003,1337,0,2007,3,1
Pave,2Story,7,Typ,,155000,2572,1999,696,720,2010,3,1
Pave,1Story,5,Typ,,116500,7207,1958,858,0,2010,2,1
Pave,2Story,6,Typ,,272000,12227,1977,1542,1330,2008,4,1
Pave,2Story,6,Typ,,155000,2308,1976,804,744,2007,3,1
Pave,1Story,9,Typ,,239000,11923,2007,1800,0,2009,2,1
Pave,2Story,7,Typ,,214900,11316,2002,824,1070,2010,4,1
Pave,2Story,6,Typ,,178900,10237,2005,783,701,2007,3,1
Pave,1.5Fin,5,Min2,,160000,9600,1940,976,332,2009,2,1
Pave,1Story,5,Typ,,135000,7390,1955,1098,0,2008,3,1
Pave,1.5Fin,3,Typ,,37900,5925,1910,600,368,2009,2,1
Pave,SLvl,6,Typ,,140000,10382,1958,1095,0,2006,2,1
Pave,1.5Fin,4,Typ,,135000,10800,1949,720,472,2006,4,1
Pave,2Story,7,Typ,,173000,2268,2003,764,862,2009,2,1
Pave,1Story,6,Typ,,99500,7892,1979,918,0,2010,2,1
Pave,1Story,7,Typ,,182000,11639,2007,1428,0,2008,3,1
Pave,2Story,7,Typ,,167500,11414,1910,1136,883,2009,3,1
Pave,2Story,7,Typ,,165000,2651,2000,673,709,2006,3,1
Pave,1Story,4,Typ,,85500,5900,1923,869,0,2006,2,1
Pave,1Story,7,Typ,,199900,4274,2006,1241,0,2007,1,1
Pave,1Story,4,Typ,,110000,9450,1954,894,0,2007,3,1
Pave,1Story,5,Typ,,139000,8816,1963,1121,0,2009,3,1
Pave,SFoyer,7,Typ,,178400,12122,1961,999,0,2008,3,1
Pave,2Story,8,Typ,,336000,12203,1998,1276,1336,2009,4,1
Pave,1Story,7,Typ,,159895,3182,2007,1266,0,2008,2,1
Pave,2Story,8,Typ,,255900,11250,2002,1149,1141,2008,4,1
Pave,1.5Fin,5,Typ,,126000,10125,1977,1302,432,2009,4,2
Pave,1Story,5,Typ,,125000,10880,1950,1164,0,2008,3,1
Pave,1.5Fin,6,Typ,,117000,5310,1910,1001,634,2006,2,1
Pave,1Story,9,Typ,,395192,10159,2009,1940,0,2010,3,1
Pave,2Story,6,Typ,,195000,12046,1976,1118,912,2007,4,1
Pave,2Story,7,Typ,,197000,8125,2006,778,798,2006,3,1
Pave,2Story,8,Typ,,348000,9452,1997,1407,985,2006,3,1
Pave,2Story,8,Typ,,168000,17671,1882,916,826,2009,4,1
Pave,2Story,6,Typ,,187000,9760,1964,1020,831,2007,3,1
Pave,2Story,6,Typ,,173900,8846,2005,750,750,2006,3,1
Pave,1Story,10,Typ,,337500,12456,2006,1718,0,2009,3,1
Pave,1.5Fin,4,Typ,,121600,4712,1946,774,456,2006,3,1
Pave,1Story,5,Typ,,136500,10659,1961,1050,0,2006,3,1
Pave,1Story,6,Typ,,185000,11717,1970,1442,0,2009,2,1
Pave,1Story,3,Typ,,91000,9786,1922,1077,0,2006,3,1
Pave,1Story,7,Typ,,206000,6762,2006,1208,0,2010,2,1
Pave,1Story,3,Min1,,82000,10206,1952,944,0,2009,2,1
Pave,1Story,5,Typ,,86000,5400,1920,691,0,2007,2,1
Pave,1Story,8,Typ,,232000,11957,2006,1574,0,2008,3,1
Pave,1Story,5,Typ,,136905,11500,1976,1680,0,2007,4,2
Pave,1Story,7,Typ,,181000,3182,2005,1504,0,2009,1,1
Pave,SLvl,5,Typ,,149900,8385,1977,985,0,2008,3,1
Pave,1Story,6,Typ,,163500,12155,1970,1657,0,2007,3,1
Pave,2Story,4,Typ,,88000,2217,1970,546,546,2009,3,1
Pave,1Story,7,Typ,,240000,12118,2004,1710,0,2009,3,1
Pave,1.5Fin,5,Typ,,102000,6000,1926,1008,0,2006,4,1
Pave,1.5Fin,5,Typ,,135000,21286,1948,720,551,2008,4,1
Pave,1Story,5,Typ,,100000,9825,1965,1664,0,2010,4,2
Pave,2Story,6,Typ,,165000,10592,1923,900,602,2007,3,1
Pave,1Story,5,Maj2,,85000,7200,1910,1022,0,2009,2,1
Pave,1Story,6,Typ,,119200,11664,1948,1082,0,2007,2,1
Pave,2Story,8,Typ,,227000,8400,2001,810,855,2009,3,1
Pave,1Story,7,Typ,,203000,11883,1996,1504,0,2009,3,1
Pave,1Story,8,Typ,,187500,5814,1984,1360,0,2009,1,1
Pave,SLvl,7,Typ,,160000,10784,1991,802,670,2007,3,1
Pave,1Story,7,Typ,,213490,3013,2005,1506,0,2006,2,1
Pave,1Story,4,Typ,,176000,7024,2005,1132,0,2008,2,1
Pave,1Story,7,Typ,,194000,7406,2006,1220,0,2006,2,1
Pave,1.5Fin,5,Typ,,87000,9439,1930,912,336,2007,2,1
Pave,1Story,7,Typ,,191000,3182,2005,1504,0,2008,2,1
Pave,1Story,8,Typ,,287000,15498,1976,2898,0,2008,2,1
Pave,1Story,5,Typ,,112500,7700,1972,882,0,2007,3,1
Pave,1Story,5,Typ,,167500,9300,1960,1264,0,2010,3,1
Pave,1Story,8,Typ,,293077,9520,2007,1646,0,2008,3,1
Pave,1.5Fin,5,Typ,,105000,9492,1941,968,408,2007,3,1
Pave,2Story,6,Typ,,118000,1680,1972,672,546,2006,3,1
Pave,2Story,5,Typ,,160000,7082,1916,948,980,2006,5,2
Pave,2.5Fin,7,Typ,,197000,15863,1920,1687,998,2009,5,1
Pave,2Story,8,Typ,,310000,14541,1993,1352,1168,2006,5,1
Pave,1Story,7,Typ,,230000,8125,2002,1654,0,2006,3,1
Pave,1Story,5,Typ,,119750,6305,1938,954,0,2007,2,1
Pave,1Story,4,Typ,,84000,11500,1957,845,0,2009,3,1
Pave,1Story,9,Typ,,315500,12898,2007,1620,0,2009,2,1
Pave,2Story,8,Typ,,287000,9240,2001,1055,1208,2008,3,1
Pave,2Story,4,Typ,,97000,1533,1970,798,546,2009,3,1
Pave,SFoyer,4,Typ,,80000,1477,1970,630,0,2009,1,1
Pave,1Story,5,Maj1,,155000,13125,1957,1803,0,2006,3,1
Pave,2Story,6,Typ,,173000,9130,1966,800,832,2008,4,1
Pave,1Story,6,Typ,,196000,5381,2005,1306,0,2009,1,1
Pave,2Story,7,Typ,,262280,11839,1990,1532,797,2008,4,1
Pave,1Story,8,Typ,,278000,9600,1981,2524,0,2009,4,1
Pave,1Story,3,Min2,,139600,13680,1955,1733,0,2009,4,1
Pave,2Story,9,Typ,,556581,16056,2005,1992,876,2006,4,1
Pave,1Story,5,Typ,,145000,9245,1994,990,0,2008,3,1
Pave,1Story,5,Min1,,115000,21750,1960,1771,0,2009,3,1
Pave,1Story,4,Typ,,84900,11100,1946,930,0,2010,2,1
Pave,1Story,7,Typ,,176485,8993,2007,1302,0,2007,3,1
Pave,1Story,7,Typ,,200141,11175,2007,1316,0,2007,3,1
Pave,2Story,6,Typ,,165000,9500,1964,1127,850,2007,4,1
Pave,1Story,5,Min2,,144500,8562,1957,1526,0,2010,4,1
Pave,2Story,8,Typ,,255000,11367,2002,1091,898,2006,3,1
Pave,1Story,6,Typ,,180000,11361,1976,1523,0,2008,3,1
Pave,1Story,7,Typ,,185850,7052,2005,1364,0,2006,2,1
Pave,2Story,7,Typ,,248000,29959,1994,979,871,2009,3,1
Pave,2Story,9,Typ,,335000,11308,2008,1130,1054,2009,3,1
Pave,1.5Fin,6,Typ,,220000,11275,1932,1096,895,2007,3,1
Pave,1Story,8,Typ,,213500,4920,2001,1338,0,2010,2,1
Grvl,1Story,3,Typ,Shed,81000,18000,1935,894,0,2008,2,1
Pave,2Story,5,Min2,,90000,13600,1900,1422,915,2007,5,2
Pave,1Story,6,Typ,,110500,6000,1925,1103,0,2006,2,1
Pave,1Story,5,Typ,,154000,11000,1966,1154,0,2009,3,1
Pave,2Story,7,Typ,,328000,14000,1996,1306,954,2010,3,1
Pave,2Story,6,Typ,,178000,7837,1993,799,772,2009,3,1
Pave,2Story,6,Typ,,167900,9760,1964,798,813,2008,4,1
Pave,2Story,6,Maj1,,151400,3964,1973,1291,1230,2006,5,1
Pave,1.5Unf,5,Typ,,135000,9600,1949,893,0,2007,2,1
Pave,1Story,5,Typ,,135000,10152,1956,1048,0,2007,3,1
Pave,2Story,6,Typ,,154000,11700,1968,829,727,2009,4,1
Pave,1.5Fin,5,Typ,,91500,7585,1948,1002,454,2006,4,1
Pave,2Story,6,Typ,,159500,7950,1977,698,728,2009,3,1
Pave,1Story,7,Typ,,194000,8556,2006,1240,0,2007,2,1
Pave,2Story,7,Typ,,219500,13125,1940,960,780,2007,3,1
Pave,1.5Fin,5,Min1,Shed,170000,10800,1936,1096,370,2006,3,1
Pave,1Story,5,Typ,,138800,15870,1969,1096,0,2006,3,1
Pave,1Story,6,Typ,,155900,4435,2004,848,0,2006,1,1
Pave,1Story,5,Typ,,126000,8775,1994,990,0,2007,3,1
Pave,1Story,6,Typ,,145000,11040,1971,1258,0,2008,3,1
Pave,1Story,5,Typ,,133000,7500,1963,1040,0,2010,3,1
Pave,1Story,7,Typ,,192000,8749,2002,1459,0,2007,3,1
Pave,1Story,6,Typ,Shed,160000,8800,1964,1251,0,2006,3,1
Pave,2Story,6,Typ,,187500,13031,1995,691,807,2006,3,1
Pave,SFoyer,6,Typ,,147000,9069,1992,996,0,2010,2,1
Pave,2Story,4,Typ,,83500,1974,1973,546,546,2010,3,1
Pave,2Story,8,Typ,,252000,10574,2005,1082,871,2009,3,1
Pave,2Story,7,Maj1,,137500,2522,2004,970,739,2006,3,1
Pave,1Story,8,Typ,,197000,3316,2005,1247,0,2006,1,1
Pave,1Story,3,Typ,,92900,8544,1950,1040,0,2009,2,2
Pave,2Story,7,Typ,,160000,2160,1999,624,628,2008,2,1
Pave,1.5Fin,6,Typ,,136500,8400,1925,1390,304,2008,4,1
Pave,1Story,5,Typ,,146000,9230,1965,1200,0,2006,1,1
Pave,1Story,5,Typ,,129000,5868,1956,936,0,2010,2,1
Pave,1Story,6,Typ,,176432,9317,2006,1314,0,2007,3,1
Pave,2Story,6,Typ,,127000,6882,1914,773,582,2007,3,1
Pave,1Story,8,Typ,,170000,3696,1986,1088,0,2007,2,1
Pave,1.5Fin,4,Typ,,128000,6000,1936,757,567,2009,3,1
Pave,1Story,7,Typ,,157000,11880,1978,1601,0,2009,3,1
Pave,1Story,2,Typ,,60000,8400,1920,438,0,2009,1,1
Pave,1Story,5,Typ,,119500,9758,1971,950,0,2007,3,1
Pave,1Story,5,Typ,,135000,7000,1960,1134,0,2007,2,1
Pave,1Story,6,Typ,,159500,8910,1959,1194,0,2006,3,1
Pave,2Story,5,Typ,,106000,2016,1970,630,672,2007,3,1
Pave,2Story,8,Typ,,325000,12256,1994,1500,1122,2010,3,1
Pave,1Story,7,Typ,,179900,10357,1990,1442,0,2007,3,1
Pave,2Story,7,Typ,,274725,23257,2006,887,1134,2006,3,1
Pave,2Story,6,Typ,,181000,8063,2000,948,742,2007,3,1
Pave,1Story,8,Typ,,280000,11362,2004,1836,0,2009,3,1
Pave,2Story,6,Typ,,188000,8000,1995,773,885,2008,3,1
Pave,2Story,7,Typ,,205000,10480,1976,1098,866,2008,4,1
Pave,1Story,5,Typ,,129900,7100,1957,816,0,2006,2,1
Pave,1Story,5,Typ,,134500,8923,1953,1008,0,2007,2,1
Pave,1Story,5,Typ,,117000,5400,1954,833,0,2006,2,1
Pave,1Story,8,Typ,,318000,12085,2007,1734,0,2007,3,1
Pave,SLvl,8,Typ,,184100,7750,2002,779,640,2009,3,1
Pave,1Story,5,Typ,,130000,9764,1967,894,0,2008,3,1
Pave,SLvl,5,Min2,,140000,13825,1958,1021,580,2008,3,1
Pave,1Story,5,Typ,,133700,7560,1959,1040,0,2006,3,1
Pave,1Story,6,Typ,,118400,8263,1920,1012,0,2007,2,1
Pave,1Story,7,Typ,,212900,10084,2005,1552,0,2006,3,1
Pave,1Story,4,Typ,,112000,8926,1956,960,0,2009,3,1
Pave,1Story,5,Typ,,118000,9405,1947,698,0,2009,2,1
Pave,SLvl,7,Typ,,163900,9125,1992,812,670,2007,3,1
Pave,1Story,4,Typ,,115000,10434,1955,1005,0,2009,2,1
Pave,1Story,7,Typ,,174000,3684,2007,1555,0,2009,2,1
Pave,1Story,7,Typ,,259000,14572,2004,1530,0,2007,3,1
Pave,2Story,7,Typ,,215000,11796,2004,847,1112,2007,4,1
Pave,SFoyer,5,Typ,,140000,7200,1980,936,0,2007,2,1
Pave,1.5Fin,4,Min2,,135000,7804,1928,1328,653,2009,4,1
Pave,1Story,5,Typ,,93500,10712,1991,974,0,2007,3,1
Pave,2Story,6,Typ,,117500,9900,1880,1178,1032,2007,5,1
Pave,2Story,8,Typ,,239500,9828,1995,1142,878,2009,3,1
Pave,2Story,6,Typ,,169000,8773,1997,916,684,2007,3,1
Pave,1Story,6,Typ,,102000,6180,1926,986,0,2007,2,1
Pave,1.5Fin,6,Typ,,119000,9600,1950,1032,220,2008,3,1
Pave,1.5Fin,5,Typ,,94000,6342,1875,780,240,2010,2,1
Pave,1Story,6,Typ,,196000,9819,1977,1567,0,2009,2,1
Pave,1Story,5,Maj1,,144000,8731,1920,1167,0,2007,3,1
Pave,1Story,5,Typ,,139000,7350,1951,952,0,2008,2,1
Pave,2Story,5,Typ,,197500,10304,1976,1088,780,2009,4,1
Pave,2Story,8,Typ,,424870,9965,2006,1466,1362,2007,4,1
Pave,1Story,5,Typ,,80000,9000,1959,1006,0,2008,3,1
Pave,1.5Fin,4,Typ,,80000,12180,1941,672,252,2010,2,1
Pave,1.5Fin,5,Typ,,149000,6240,1928,1042,534,2006,3,1
